#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.548     0.04343        2.15     0.02831    0.002831
      0.5563      -1.358     0.04343         3.6     0.04381    0.004381
      0.6532      -1.502     0.04343         4.5     0.03151    0.003151
      0.7634      -1.435     0.04343         5.8     0.03671    0.003671
      0.8976      -1.495     0.04343         7.9     0.03201    0.003201
       1.204     -0.4073     0.04343          16      0.3915     0.03915
        1.38     -0.3738     0.04343          24      0.4229     0.04229
           2      0.9356     0.04343         100       8.622      0.8622
       2.204       1.171     0.04343         160       14.83       1.483
       2.398        1.13     0.07203         250       13.48       2.236
       5.301      -1.405     0.04343       2e+05      0.0394     0.00394
