#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.988     0.04343        2.15    0.001028   0.0001028
      0.5563      -2.598     0.04343         3.6    0.002525   0.0002525
      0.6532      -2.466     0.04343         4.5    0.003421   0.0003421
      0.7634       -2.33     0.04343         5.8    0.004675   0.0004675
      0.8976      -2.138     0.04343         7.9    0.007283   0.0007283
       1.204       -1.92      0.2093          16     0.01202    0.005793
        1.38      -1.426     0.04695          24     0.03751    0.004055
           2      0.1299      0.1108         100       1.349      0.3439
       2.204      0.4569      0.1134         160       2.864      0.7479
       2.398      0.6995      0.1123         250       5.006       1.295
