#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -2.46     0.04343        2.15    0.003467   0.0003467
      0.5563      -2.142     0.04343         3.6     0.00721    0.000721
      0.6532      -2.049     0.04343         4.5    0.008931   0.0008931
      0.7634      -1.905     0.04343         5.8     0.01245    0.001245
      0.8976      -1.904     0.04343         7.9     0.01247    0.001247
       1.204      -1.243     0.04343          16     0.05717    0.005717
        1.38     -0.6696     0.04343          24       0.214      0.0214
           2      0.8362     0.04343         100       6.857      0.6857
       2.204      0.8868     0.05608         160       7.705      0.9949
       2.398      0.6976     0.09959         250       4.984       1.143
