#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.904     0.04343        2.15     0.01247    0.001247
      0.5563       -1.81     0.04343         3.6      0.0155     0.00155
      0.6532      -1.822     0.04343         4.5     0.01505    0.001505
      0.7634      -1.934     0.04343         5.8     0.01163    0.001163
      0.8976      -1.901     0.04343         7.9     0.01255    0.001255
       1.204      -1.109     0.04343          16     0.07773    0.007773
        1.38      -1.196     0.04343          24     0.06367    0.006367
           2      0.1737     0.09941         100       1.492      0.3415
       2.204      0.4081      0.1929         160       2.559       1.137
       5.301      -2.004      0.1247       2e+05    0.009916    0.002848
