#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.152     0.04343        2.15     0.07047    0.007047
      0.5563      -1.161     0.04343         3.6     0.06906    0.006906
      0.6532      -1.324     0.04343         4.5     0.04745    0.004745
      0.7634      -1.267     0.04343         5.8     0.05405    0.005405
      0.8976      -1.329     0.04343         7.9     0.04683    0.004683
       1.204      -0.567     0.04343          16       0.271      0.0271
        1.38     -0.4597     0.04343          24       0.347      0.0347
           2      0.8958     0.04343         100       7.866      0.7866
       2.204       1.109     0.04343         160       12.86       1.286
       2.398       1.157      0.1053         250       14.36       3.483
       2.544       1.127      0.1703         350        13.4       5.254
       5.301      -1.489     0.07372       2e+05      0.0324      0.0055
