#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.932     0.04343        2.15     0.01169    0.001169
      0.5563      -1.772     0.04343         3.6     0.01691    0.001691
      0.6532      -1.687     0.04343         4.5     0.02057    0.002057
      0.7634      -1.549     0.04343         5.8     0.02827    0.002827
      0.8976      -1.473     0.04343         7.9     0.03362    0.003362
        1.38      -1.061     0.04343          24     0.08693    0.008693
           2     0.05581       0.143         100       1.137      0.3745
       2.204      0.4714      0.1465         160        2.96      0.9987
       2.398      0.6861      0.1663         250       4.854       1.858
       5.301      -1.832     0.07503       2e+05     0.01472    0.002543
