#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.356     0.04343        2.15     0.04406    0.004406
      0.5563      -1.278     0.04343         3.6     0.05276    0.005276
      0.6532      -1.439     0.04343         4.5     0.03636    0.003636
      0.7634      -1.431     0.04343         5.8     0.03708    0.003708
      0.8976      -1.581     0.04343         7.9     0.02627    0.002627
       1.204      -0.563     0.04343          16      0.2735     0.02735
        1.38     -0.5154     0.04343          24      0.3052     0.03052
           2      0.6101     0.04418         100       4.075      0.4145
       2.204      0.9265     0.04521         160       8.443      0.8788
       2.398      0.7354      0.1869         250       5.438       2.339
       2.544      0.9186      0.1876         350       8.292       3.582
       5.301      -1.824     0.07238       2e+05       0.015      0.0025
