#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.124     0.04343        2.15    0.007516   0.0007516
      0.5563      -1.841     0.04343         3.6     0.01443    0.001443
      0.6532      -1.831     0.04343         4.5     0.01475    0.001475
      0.7634      -1.958     0.04343         5.8     0.01102    0.001102
      0.8976      -1.885     0.04343         7.9     0.01304    0.001304
       1.204      -1.243     0.06607          16     0.05712     0.00869
        1.38     -0.9935     0.04343          24      0.1015     0.01015
           2       0.536     0.04343         100       3.436      0.3436
       2.204      0.7565     0.06852         160       5.708      0.9006
       2.398      0.9059     0.09569         250       8.051       1.774
       2.544      0.6764      0.1729         350       4.747        1.89
       5.301      -1.666      0.1005       2e+05      0.0216       0.005
