#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.168     0.04343        2.15    0.006792   0.0006792
      0.5563      -1.822     0.04343         3.6     0.01506    0.001506
      0.6532      -1.707     0.04343         4.5     0.01965    0.001965
      0.7634      -1.554     0.04343         5.8     0.02793    0.002793
      0.8976      -1.567     0.04343         7.9     0.02709    0.002709
       1.204      -1.491      0.1472          16      0.0323     0.01095
        1.38     -0.8765     0.06019          24      0.1329     0.01842
           2      0.2183      0.1603         100       1.653      0.6103
       2.204      0.7071      0.1668         160       5.094       1.956
       2.398       1.135      0.1161         250       13.63       3.643
       2.544       1.163      0.1506         350       14.56       5.049
       5.301      -1.553     0.04343       2e+05       0.028      0.0028
