#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.712     0.04343        2.15    0.001941   0.0001941
      0.5563      -2.179     0.04343         3.6    0.006621   0.0006621
      0.6532      -1.958     0.04343         4.5     0.01101    0.001101
      0.7634      -1.766     0.04343         5.8     0.01713    0.001713
      0.8976      -1.595     0.04343         7.9     0.02539    0.002539
        1.38      -1.318     0.04343          24     0.04805    0.004805
           2     0.00147      0.1798         100       1.003      0.4155
       2.398      0.7538      0.1066         250       5.672       1.393
       2.544       1.163     0.06263         350       14.56         2.1
       2.699       1.099     0.08042         500       12.57       2.327
       2.929      0.7736     0.06834         850       5.937      0.9344
       3.064      0.6193     0.06137        1160       4.162      0.5881
       5.301      -1.658     0.05527       2e+05       0.022      0.0028
