#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.292     0.04343        2.15     0.05105    0.005105
      0.5563      -1.351     0.04343         3.6      0.0446     0.00446
      0.6532      -1.499     0.04343         4.5     0.03169    0.003169
      0.7634      -1.525     0.04343         5.8     0.02983    0.002983
      0.8976      -1.555     0.04343         7.9     0.02785    0.002785
       1.204     -0.7467     0.04343          16      0.1792     0.01792
        1.38     -0.4725     0.04343          24      0.3369     0.03369
           2       0.637     0.04594         100       4.335      0.4586
       2.204      0.8731     0.08289         160       7.466       1.425
       5.301      -1.801     0.07062       2e+05     0.01581    0.002571
