#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.66     0.04343        2.15     0.02188    0.002188
      0.5563      -1.539     0.04343         3.6     0.02894    0.002894
      0.6532      -1.682     0.04343         4.5     0.02081    0.002081
      0.7634      -1.719     0.04343         5.8     0.01908    0.001908
      0.8976      -1.737     0.04343         7.9     0.01834    0.001834
       1.204     -0.8745     0.04343          16      0.1335     0.01335
        1.38     -0.7788     0.04343          24      0.1664     0.01664
           2       0.177      0.1421         100       1.503      0.4919
       2.204      0.7031      0.1855         160       5.047       2.156
       5.301      -2.024      0.1199       2e+05    0.009466    0.002614
