#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.656     0.04343        2.15     0.02208    0.002208
      0.5563      -1.458     0.04343         3.6     0.03484    0.003484
      0.6532      -1.571     0.04343         4.5     0.02684    0.002684
      0.7634      -1.588     0.04343         5.8     0.02582    0.002582
      0.8976      -1.626     0.04343         7.9     0.02365    0.002365
       1.204     -0.5391     0.04343          16       0.289      0.0289
        1.38      -0.471     0.04343          24      0.3381     0.03381
           2      0.7307     0.04343         100       5.379      0.5379
       2.204      0.9657     0.04723         160       9.242       1.005
       2.398       1.017     0.08921         250       10.41       2.138
       2.544       1.052     0.06981         350       11.28       1.813
       2.699      0.9948     0.05792         500       9.881       1.318
       5.301      -1.745     0.06273       2e+05       0.018      0.0026
