#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -2.52     0.04343        2.15     0.00302    0.000302
      0.5563      -2.133     0.04343         3.6    0.007359   0.0007359
      0.6532      -2.031     0.04343         4.5    0.009306   0.0009306
      0.7634      -1.934     0.04343         5.8     0.01163    0.001163
      0.8976      -1.993     0.04343         7.9     0.01016    0.001016
        1.38     -0.9747     0.04343          24       0.106      0.0106
           2      0.1168      0.1551         100       1.309      0.4675
       2.544       1.014       0.159         350       10.32       3.778
       3.064      0.3134      0.1521        1160       2.058      0.7208
       5.301      -2.047      0.1246       2e+05    0.008972    0.002574
