#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.308     0.04343        2.15     0.00492    0.000492
      0.5563      -2.011     0.04343         3.6    0.009745   0.0009745
      0.6532       -1.88     0.04343         4.5     0.01318    0.001318
      0.7634      -1.738     0.04343         5.8     0.01829    0.001829
      0.8976      -1.814     0.04343         7.9     0.01536    0.001536
       1.204      -1.566      0.1042          16     0.02717    0.006521
        1.38     -0.5935     0.04343          24       0.255      0.0255
           2      0.3642     0.06713         100       2.313      0.3575
       2.204      0.8907     0.05571         160       7.775      0.9972
       2.398       1.073     0.07275         250       11.82       1.981
       5.301       -1.69     0.06041       2e+05     0.02041    0.002839
