#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -0.52     0.04343        2.15       0.302      0.0302
      0.5563     -0.9735     0.04343         3.6      0.1063     0.01063
      0.6532      -1.125     0.04343         4.5     0.07495    0.007495
      0.7634      -1.071     0.04343         5.8      0.0849     0.00849
      0.8976     -0.3671     0.04343         7.9      0.4294     0.04294
       1.204     -0.4072     0.04343          16      0.3916     0.03916
        1.38     -0.1548     0.04343          24      0.7001     0.07001
           2       1.332     0.04343         100       21.46       2.146
       2.204       1.411     0.04343         160       25.79       2.579
       2.398       1.151     0.04343         250       14.14       1.414
       2.544      0.6124      0.1926         350       4.097       1.816
       5.301       -1.22     0.06926       2e+05      0.0602      0.0096
