#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.7634      -3.035      -3.035         5.8     5.6e-05    0.000433
      0.8976      -2.772      -2.772         7.9    0.000671     0.00051
       1.204      -1.574      -1.574          16    0.006707    0.009982
        1.38      -1.879      -1.879          24    0.002408    0.005407
       2.204      0.2275      0.2275         160   1.745e-05      0.8443
       2.398        10.3        10.3         250         -99       1e+10
       2.544      0.9851      0.9851         350        3.32       3.171
       2.699        10.3        10.3         500         -99       1e+10
       2.929      0.5322      0.5322         850      0.9527       1.227
       3.064      0.3355      0.3355        1160      0.8864      0.6393
