#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.824     0.04343        2.15       0.015      0.0015
      0.5563       -1.68     0.04343         3.6     0.02088    0.002088
      0.6532      -1.709     0.04343         4.5     0.01955    0.001955
      0.7634      -1.847     0.04343         5.8     0.01422    0.001422
      0.8976      -1.818     0.04343         7.9     0.01519    0.001519
       1.204       -0.93     0.04343          16      0.1175     0.01175
        1.38       -1.06     0.04343          24     0.08711    0.008711
           2       0.397     0.06129         100       2.495      0.3521
       2.204      0.6744     0.08042         160       4.725      0.8749
       2.398      0.7652      0.1436         250       5.824       1.925
       2.544      0.7286      0.1773         350       5.353       2.186
       5.301      -1.863       0.088       2e+05      0.0137    0.002776
