#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324        -0.5     0.04343        2.15      0.3162     0.03162
      0.5563      -0.828     0.04343         3.6      0.1486     0.01486
      0.6532     -0.8225     0.04343         4.5      0.1505     0.01505
      0.7634     -0.9311     0.04343         5.8      0.1172     0.01172
      0.8976     -0.2021     0.04343         7.9      0.6279     0.06279
       1.204    -0.06793     0.04343          16      0.8552     0.08552
        1.38     -0.1476     0.04343          24      0.7119     0.07119
           2       1.531     0.04343         100       33.99       3.399
       2.204       1.723     0.04343         160       52.81       5.281
       2.398       1.572     0.04343         250       37.31       3.731
       2.544       0.957     0.08085         350       9.058       1.686
       5.301     -0.8136     0.04343       2e+05      0.1536     0.01536
