#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.072     0.04343        2.15     0.08472    0.008472
      0.5563      -1.139     0.04343         3.6     0.07258    0.007258
      0.6532      -1.141     0.04343         4.5     0.07234    0.007234
      0.7634      -1.164     0.04343         5.8     0.06858    0.006858
      0.8976     -0.7897     0.04343         7.9      0.1623     0.01623
       1.204     -0.4035     0.04343          16      0.3949     0.03949
        1.38    -0.09007     0.04343          24      0.8127     0.08127
           2       1.424     0.04343         100       26.52       2.652
       2.204       1.521     0.04343         160       33.18       3.318
       2.398       1.345     0.04343         250       22.15       2.215
       2.544       1.079     0.05224         350          12       1.444
       2.699      0.6732       0.182         500       4.712       1.974
       5.301      -1.107     0.04343       2e+05      0.0782     0.00782
