#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.132     0.04343        2.15    0.007379   0.0007379
      0.5563      -1.932     0.04343         3.6     0.01169    0.001169
      0.6532      -1.839     0.04343         4.5     0.01449    0.001449
      0.7634      -1.908     0.04343         5.8     0.01237    0.001237
      0.8976      -1.984     0.04343         7.9     0.01037    0.001037
       1.204      -1.538     0.09556          16     0.02899    0.006379
        1.38      -1.012     0.04343          24     0.09725    0.009725
           2      0.6917     0.04343         100       4.917      0.4917
       2.204      0.9977     0.04343         160       9.948      0.9948
       2.398       1.124     0.06482         250       13.32       1.988
       2.544       1.049     0.08456         350        11.2       2.181
       5.301      -1.529     0.04343       2e+05      0.0296     0.00296
