#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.8976      -2.415      -2.415         7.9    0.001661    0.001091
       1.204       7.301       7.301          16         -99       1e+07
           2     0.03838     0.03838         100   1.792e-05      0.5462
       2.204      0.3953      0.3953         160   1.745e-05       1.243
       2.398        10.3        10.3         250         -99       1e+10
       2.544        10.3        10.3         350         -99       1e+10
       2.699        10.3        10.3         500         -99       1e+10
       2.929        10.3        10.3         850         -99       1e+10
       3.064        10.3        10.3        1160         -99       1e+10
       5.301       -2.02       -2.02       2e+05    0.003338    0.003105
