#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.468     0.04343        2.15     0.03404    0.003404
      0.5563        -1.2     0.04343         3.6     0.06311    0.006311
      0.6532      -1.142     0.04343         4.5     0.07206    0.007206
      0.7634      -1.225     0.04343         5.8     0.05956    0.005956
      0.8976      -1.123     0.04343         7.9     0.07532    0.007532
       1.204    -0.05198     0.04343          16      0.8872     0.08872
        1.38     -0.3624     0.04343          24      0.4341     0.04341
           2       1.519     0.04343         100       33.06       3.306
       2.204       1.816     0.04343         160       65.42       6.542
       2.398       1.797     0.04343         250        62.7        6.27
       2.544       1.603     0.04343         350       40.07       4.007
       2.699       1.271     0.04343         500       18.67       1.867
       2.929      0.6308      0.1622         850       4.274       1.596
       3.064      0.0886      0.1662        1160       1.226      0.4693
       5.301     -0.7247     0.04343       2e+05      0.1885     0.01885
