#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.828     0.04343        2.15     0.01486    0.001486
      0.5563      -1.481     0.04343         3.6     0.03304    0.003304
      0.6532      -1.259     0.04343         4.5     0.05502    0.005502
      0.7634     -0.9996     0.04343         5.8      0.1001     0.01001
      0.8976     -0.6319     0.04343         7.9      0.2334     0.02334
       1.204     -0.1278     0.04343          16       0.745      0.0745
        1.38      0.1389     0.04343          24       1.377      0.1377
           2      0.9954     0.04343         100       9.896      0.9896
       2.204      0.8868     0.04343         160       7.706      0.7706
       2.398      0.9165     0.06509         250        8.25       1.237
       2.544      0.7801      0.1356         350       6.027       1.882
