#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.548     0.04343        2.15     0.02831    0.002831
      0.5563      -1.203     0.04343         3.6     0.06266    0.006266
      0.6532      -1.078     0.04343         4.5     0.08351    0.008351
      0.7634     -0.8884     0.04343         5.8      0.1293     0.01293
      0.8976     -0.6205     0.04343         7.9      0.2396     0.02396
       1.204     -0.2795     0.04343          16      0.5254     0.05254
        1.38     0.06446     0.04343          24        1.16       0.116
           2      0.5972     0.04343         100       3.955      0.3955
       2.204      0.6938     0.06699         160       4.941      0.7621
       2.398      0.4441      0.1717         250        2.78       1.099
