#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.224     0.04343        2.15     0.00597    0.000597
      0.5563      -2.145     0.04343         3.6    0.007156   0.0007156
      0.6532      -2.283     0.04343         4.5    0.005217   0.0005217
      0.7634      -2.441     0.04636         5.8    0.003625    0.000387
      0.8976      -2.592     0.08696         7.9    0.002557    0.000512
       1.204      -1.625      0.1739          16      0.0237    0.009489
        1.38      -1.605      0.0495          24     0.02481    0.002828
           2     -0.1594      0.2145         100      0.6928      0.3423
       2.204      0.3481      0.1731         160       2.229      0.8882
       2.398      0.5008      0.1784         250       3.168       1.301
