#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.528     0.04343        2.15    0.002965   0.0002965
      0.5563      -2.356     0.04343         3.6    0.004408   0.0004408
      0.6532      -2.258     0.04343         4.5     0.00552    0.000552
      0.7634      -2.141     0.04343         5.8    0.007224   0.0007224
      0.8976      -2.078     0.04343         7.9    0.008361   0.0008361
        1.38      -1.048     0.04343          24      0.0895     0.00895
           2      0.1605      0.1429         100       1.447      0.4762
       2.204      0.4441        0.15         160        2.78      0.9603
       2.398        1.02      0.1136         250       10.48       2.742
       2.544      0.9939      0.1917         350       9.861       4.352
       5.301      -1.785     0.07415       2e+05      0.0164      0.0028
