#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.908     0.04343        2.15     0.01236    0.001236
      0.5563      -1.661     0.04343         3.6     0.02182    0.002182
      0.6532      -1.749     0.04343         4.5     0.01781    0.001781
      0.7634      -1.887     0.04343         5.8     0.01296    0.001296
      0.8976      -1.908     0.04343         7.9     0.01236    0.001236
       1.204     -0.9543     0.04343          16      0.1111     0.01111
        1.38     -0.9038     0.04343          24      0.1248     0.01248
           2      0.1471      0.1406         100       1.403      0.4542
       2.398      0.9556      0.1576         250       9.028       3.276
       5.301      -1.906      0.1025       2e+05     0.01243    0.002933
