#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.192     0.04343        2.15    0.006427   0.0006427
      0.5563      -2.045     0.04343         3.6    0.009015   0.0009015
      0.6532      -1.913     0.04343         4.5     0.01223    0.001223
      0.7634       -1.75     0.04343         5.8     0.01778    0.001778
      0.8976      -1.779     0.04343         7.9     0.01665    0.001665
        1.38     -0.8755     0.04731          24      0.1332     0.01451
           2       0.288     0.08426         100       1.941      0.3765
       2.204      0.8512     0.07342         160       7.098         1.2
       2.398       1.075     0.07637         250       11.88       2.089
       2.544       1.162      0.1581         350       14.52       5.287
       2.699       1.191      0.1409         500       15.53        5.04
       5.301      -1.611     0.06027       2e+05      0.0245      0.0034
