#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -2.34     0.04343        2.15    0.004571   0.0004571
      0.5563      -1.981     0.04343         3.6     0.01045    0.001045
      0.6532      -1.854     0.04343         4.5     0.01401    0.001401
      0.7634      -1.702     0.04343         5.8     0.01984    0.001984
      0.8976      -1.645     0.04343         7.9     0.02266    0.002266
       1.204      -1.678       0.147          16     0.02101    0.007111
        1.38       -1.24     0.04343          24     0.05757    0.005757
           2     0.06068       0.138         100        1.15      0.3653
       2.204      0.5456      0.0978         160       3.512      0.7908
       2.398      0.9751      0.0754         250       9.444       1.639
       2.544       1.053      0.1481         350        11.3       3.854
       2.699      0.8617       0.122         500       7.272       2.043
