#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.936     0.04343        2.15     0.01159    0.001159
      0.5563      -1.555     0.04343         3.6     0.02788    0.002788
      0.6532      -1.517     0.04343         4.5     0.03041    0.003041
      0.7634      -1.617     0.04343         5.8     0.02417    0.002417
      0.8976      -1.636     0.04343         7.9      0.0231     0.00231
       1.204     -0.8471     0.04343          16      0.1422     0.01422
        1.38     -0.9722     0.04343          24      0.1066     0.01066
           2      0.3616     0.06686         100       2.299       0.354
       2.204      0.7373     0.06319         160       5.461      0.7946
       2.398      0.9218     0.05444         250       8.352       1.047
       2.544      0.7485      0.1151         350       5.604       1.485
       5.301      -1.762     0.07531       2e+05      0.0173       0.003
