#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.264     0.04343        2.15     0.05445    0.005445
      0.5563     -0.9842     0.04343         3.6      0.1037     0.01037
      0.6532      -1.025     0.04343         4.5     0.09439    0.009439
      0.7634     -0.9817     0.04343         5.8      0.1043     0.01043
      0.8976     -0.8979     0.04343         7.9      0.1265     0.01265
       1.204     -0.2914     0.04343          16      0.5112     0.05112
        1.38       -0.12     0.04343          24      0.7586     0.07586
           2       1.046     0.04343         100       11.11       1.111
       2.204       1.335     0.04343         160       21.63       2.163
       2.398       1.314     0.04343         250       20.61       2.061
       2.544       1.165     0.05238         350       14.62       1.764
       2.699      0.8874      0.1519         500       7.716       2.698
       5.301      -1.288      0.0565       2e+05      0.0515      0.0067
