#      _xxWS        ftot       firac        fagn        fsfr
#
     -0.7115     0.01133    0.001713   2.291e-13    0.009613
     -0.7015    0.009409    0.001792   2.291e-13    0.007617
     -0.6915    0.007531    0.001909   2.291e-13    0.005622
     -0.6815    0.005665    0.002038   2.291e-13    0.003627
     -0.6715    0.003822    0.002191   2.291e-13    0.001632
     -0.6615    0.002356    0.002356   2.291e-13   1.079e-09
     -0.6515    0.002447    0.002447   2.291e-13   1.099e-09
     -0.6415     0.00254     0.00254   2.291e-13   1.119e-09
     -0.6315    0.002525    0.002525   2.291e-13    1.14e-09
     -0.6215    0.002556    0.002556   2.291e-13   1.161e-09
     -0.6115    0.002561    0.002561   2.291e-13   1.183e-09
     -0.6015    0.002576    0.002576   2.291e-13   1.205e-09
     -0.5915    0.002543    0.002543   2.291e-13   1.227e-09
     -0.5815    0.002601    0.002601   2.291e-13    1.25e-09
     -0.5715    0.002643    0.002643   2.291e-13   1.273e-09
     -0.5615    0.002662    0.002662   2.291e-13   1.297e-09
     -0.5515     0.00267     0.00267   2.291e-13   1.321e-09
     -0.5415    0.002653    0.002653   2.291e-13   1.346e-09
     -0.5315     0.00262     0.00262   2.291e-13   1.371e-09
     -0.5215    0.002588    0.002588   2.291e-13   1.396e-09
     -0.5115    0.002561    0.002561   2.291e-13   1.422e-09
     -0.5015     0.00256     0.00256   2.291e-13   1.449e-09
     -0.4915    0.002535    0.002535   2.291e-13   1.476e-09
     -0.4815    0.002526    0.002526   2.291e-13   1.503e-09
     -0.4715    0.002541    0.002541   2.291e-13   1.531e-09
     -0.4615    0.002588    0.002588   2.291e-13    1.56e-09
     -0.4515    0.002592    0.002592   2.291e-13   1.589e-09
     -0.4415    0.002603    0.002603   2.291e-13   1.618e-09
     -0.4315    0.002599    0.002599   2.291e-13   1.648e-09
     -0.4215    0.002587    0.002587   2.291e-13   1.679e-09
     -0.4115    0.002564    0.002564   2.291e-13    1.71e-09
     -0.4015    0.002543    0.002543   2.291e-13   1.742e-09
     -0.3915    0.002526    0.002526   2.291e-13   1.774e-09
     -0.3815    0.002507    0.002507   2.291e-13   1.807e-09
     -0.3715    0.002491    0.002491   2.291e-13   1.841e-09
     -0.3615     0.00248     0.00248   2.291e-13   1.875e-09
     -0.3515    0.002465    0.002465   2.291e-13    1.91e-09
     -0.3415    0.002437    0.002437   2.291e-13   1.945e-09
     -0.3315    0.002417    0.002417   2.291e-13   1.981e-09
     -0.3215    0.002402    0.002402   2.291e-13   2.018e-09
     -0.3115    0.002384    0.002384   2.291e-13   2.056e-09
     -0.3015    0.002369    0.002369   2.291e-13   2.094e-09
     -0.2915    0.002359    0.002359   2.291e-13   2.133e-09
     -0.2815    0.002363    0.002363   2.291e-13   2.173e-09
     -0.2715    0.002362    0.002362   2.291e-13   2.213e-09
     -0.2615    0.002361    0.002361   2.291e-13   2.254e-09
     -0.2515    0.002366    0.002366   2.291e-13   2.296e-09
     -0.2415    0.002364    0.002364   2.291e-13   2.339e-09
     -0.2315    0.002364    0.002364   2.291e-13   2.382e-09
     -0.2215    0.002361    0.002361   2.291e-13   2.427e-09
     -0.2115     0.00237     0.00237   2.291e-13   2.472e-09
     -0.2015    0.002451    0.002451   2.291e-13   2.518e-09
     -0.1915     0.00249     0.00249   2.291e-13   2.564e-09
     -0.1815    0.002559    0.002559   2.291e-13   2.612e-09
     -0.1715     0.00269     0.00269   2.291e-13   2.661e-09
     -0.1615    0.002831    0.002831   2.291e-13    2.71e-09
     -0.1515    0.002968    0.002968   2.291e-13   2.761e-09
     -0.1415    0.003095    0.003095   2.291e-13   2.812e-09
     -0.1315    0.003242    0.003242   2.291e-13   2.864e-09
     -0.1215    0.003405    0.003405   2.291e-13   2.917e-09
     -0.1115    0.003564    0.003564   2.291e-13   2.972e-09
     -0.1015    0.003721    0.003721   2.291e-13   3.027e-09
    -0.09148    0.003877    0.003877   2.291e-13   3.083e-09
    -0.08148    0.004011    0.004011   2.291e-13    3.14e-09
    -0.07148    0.004069    0.004069   2.291e-13   3.199e-09
    -0.06148    0.004178    0.004178   2.291e-13   3.258e-09
    -0.05148    0.004259    0.004259   2.291e-13   3.319e-09
    -0.04148    0.004273    0.004273   2.291e-13   3.381e-09
    -0.03148    0.004281    0.004281   2.291e-13   3.443e-09
    -0.02148    0.004297    0.004297   2.291e-13   3.507e-09
    -0.01148    0.004317    0.004317   2.291e-13   3.573e-09
   -0.001475    0.004329    0.004329   2.291e-13   3.639e-09
    0.008525    0.004318    0.004318   2.291e-13   3.707e-09
