#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.692     0.04343        2.15     0.02032    0.002032
      0.5563      -1.668     0.04343         3.6      0.0215     0.00215
      0.6532      -1.822     0.04343         4.5     0.01506    0.001506
      0.7634      -1.807     0.04343         5.8     0.01559    0.001559
      0.8976      -1.884     0.04343         7.9     0.01306    0.001306
       1.204      -1.013     0.04343          16     0.09694    0.009694
        1.38     -0.9562     0.04343          24      0.1106     0.01106
           2      0.3755     0.07324         100       2.374      0.4004
       2.204      0.4485      0.1413         160       2.809      0.9136
       2.398      0.6049      0.1224         250       4.026       1.135
       5.301      -2.102      0.1402       2e+05    0.007911    0.002554
