#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.732     0.04343        2.15     0.01854    0.001854
      0.5563      -1.594     0.04343         3.6     0.02544    0.002544
      0.6532      -1.602     0.04343         4.5     0.02501    0.002501
      0.7634      -1.574     0.04343         5.8     0.02669    0.002669
      0.8976      -1.485     0.04343         7.9     0.03274    0.003274
        1.38      -1.582     0.05606          24     0.02617    0.003378
           2      0.1685      0.1169         100       1.474      0.3968
       2.204      0.6226       0.107         160       4.194       1.033
       2.398      0.8986     0.07247         250       7.918       1.321
       2.544      0.8066      0.1502         350       6.407       2.216
