#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.632     0.04343        2.15     0.02333    0.002333
      0.5563        -1.7     0.04343         3.6     0.01994    0.001994
      0.6532      -1.784     0.04343         4.5     0.01645    0.001645
      0.7634      -1.854     0.04343         5.8     0.01398    0.001398
      0.8976      -1.597     0.04343         7.9     0.02529    0.002529
       1.204      -1.228     0.05139          16     0.05913    0.006997
        1.38      -1.107     0.04343          24      0.0781     0.00781
           2      0.2329     0.09109         100        1.71      0.3586
       2.204       0.385      0.1615         160       2.426       0.902
       2.398      0.4504      0.1876         250       2.821       1.219
