#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.452     0.04343        2.15     0.03532    0.003532
      0.5563      -1.293     0.04343         3.6     0.05094    0.005094
      0.6532      -1.448     0.04343         4.5     0.03563    0.003563
      0.7634      -1.398     0.04343         5.8     0.04002    0.004002
      0.8976      -1.503     0.04343         7.9     0.03141    0.003141
       1.204     -0.4592     0.04343          16      0.3474     0.03474
        1.38     -0.4144     0.04343          24      0.3851     0.03851
           2      0.9165     0.04343         100       8.251      0.8251
       2.204       1.074     0.04343         160       11.85       1.185
       2.398       1.105     0.04343         250       12.73       1.273
       2.544      0.8327     0.07478         350       6.804       1.171
       2.699      0.6155       0.162         500       4.126       1.539
       5.301      -1.321     0.06009       2e+05      0.0477      0.0066
