#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324        -1.8     0.04343        2.15     0.01585    0.001585
      0.5563      -1.547     0.04343         3.6     0.02839    0.002839
      0.6532      -1.483     0.04343         4.5     0.03285    0.003285
      0.7634      -1.512     0.04343         5.8     0.03074    0.003074
      0.8976      -1.598     0.04343         7.9     0.02524    0.002524
       1.204      -1.256     0.04977          16     0.05545    0.006355
        1.38     -0.6784     0.04343          24      0.2097     0.02097
           2      0.2751     0.08399         100       1.884      0.3644
       2.204      0.6009      0.0932         160        3.99      0.8562
       2.398      0.9427     0.08191         250       8.763       1.653
       2.544      0.9777      0.0928         350         9.5        2.03
       2.699      0.8493      0.1524         500       7.068       2.481
       3.064      0.2685      0.1265        1160       1.856      0.5405
       5.301      -1.708     0.07755       2e+05      0.0196      0.0035
