#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.108     0.04343        2.15     0.07798    0.007798
      0.5563      -1.178     0.04343         3.6     0.06631    0.006631
      0.6532      -1.255     0.04343         4.5     0.05553    0.005553
      0.7634      -1.281     0.04343         5.8     0.05242    0.005242
      0.8976      -1.052     0.04343         7.9     0.08869    0.008869
       1.204     -0.4992     0.04343          16      0.3168     0.03168
        1.38     -0.3383     0.04343          24      0.4589     0.04589
           2       1.093     0.04343         100       12.39       1.239
       2.204       1.267     0.04343         160        18.5        1.85
       2.398       1.161     0.04343         250       14.49       1.449
       2.544      0.8557      0.1119         350       7.173       1.848
       2.699      0.8588       0.106         500       7.224       1.762
       5.301      -1.339     0.04343       2e+05      0.0458     0.00458
