#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.804     0.04343        2.15      0.0157     0.00157
      0.5563      -1.634     0.04343         3.6     0.02322    0.002322
      0.6532      -1.729     0.04343         4.5     0.01867    0.001867
      0.7634      -1.754     0.04343         5.8      0.0176     0.00176
      0.8976      -1.818     0.04343         7.9     0.01521    0.001521
       1.204     -0.8703     0.04343          16      0.1348     0.01348
        1.38     -0.8486     0.04343          24      0.1417     0.01417
           2      0.3366     0.09928         100       2.171      0.4962
       2.204      0.6807      0.1482         160       4.794       1.636
       5.301      -2.262      0.2042       2e+05    0.005474    0.002574
