#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.596     0.04343        2.15     0.02535    0.002535
      0.5563      -1.314     0.04343         3.6     0.04855    0.004855
      0.6532      -1.254     0.04343         4.5     0.05573    0.005573
      0.7634      -1.308     0.04343         5.8     0.04915    0.004915
      0.8976      -1.441     0.04343         7.9      0.0362     0.00362
       1.204      -1.272     0.07141          16     0.05348    0.008794
        1.38     -0.8294     0.04343          24      0.1481     0.01481
       2.204      0.7596      0.1242         160        5.75       1.644
       2.398       1.115     0.09078         250       13.02       2.722
       2.544       1.078      0.1949         350       11.98       5.374
       5.301      -1.997      0.1182       2e+05     0.01006    0.002739
