#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -0.984     0.04343        2.15      0.1038     0.01038
      0.5563      -1.241     0.04343         3.6     0.05737    0.005737
      0.6532       -1.26     0.04343         4.5     0.05501    0.005501
      0.7634      -1.395     0.04343         5.8     0.04028    0.004028
      0.8976     -0.8122     0.04343         7.9      0.1541     0.01541
       1.204      -0.575     0.04343          16      0.2661     0.02661
        1.38     -0.4806     0.04343          24      0.3307     0.03307
           2      0.9072     0.04343         100       8.076      0.8076
       2.204      0.9439     0.04343         160       8.788      0.8788
       2.398       0.952       0.161         250       8.953        3.32
       5.301      -1.562     0.05389       2e+05      0.0274      0.0034
