#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.012     0.04343        2.15    0.009727   0.0009727
      0.5563      -1.771     0.04343         3.6     0.01694    0.001694
      0.6532      -1.718     0.04343         4.5     0.01916    0.001916
      0.7634      -1.788     0.04343         5.8     0.01629    0.001629
      0.8976      -1.476     0.04343         7.9     0.03343    0.003343
       1.204      -1.277     0.07135          16     0.05286    0.008684
        1.38     -0.8864     0.04567          24      0.1299     0.01366
           2      0.5078      0.1079         100        3.22      0.7998
       2.398      0.9891      0.1525         250       9.751       3.425
       3.064      0.1922      0.1317        1160       1.557      0.4719
       5.301      -1.661      0.0492       2e+05     0.02182    0.002472
