#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.456     0.04343        2.15     0.03499    0.003499
      0.5563      -1.549     0.04343         3.6     0.02823    0.002823
      0.6532      -1.607     0.04343         4.5     0.02474    0.002474
      0.7634      -1.673     0.04343         5.8     0.02123    0.002123
      0.8976      -1.402     0.04343         7.9     0.03961    0.003961
       1.204     -0.9458     0.04343          16      0.1133     0.01133
        1.38     -0.9311     0.04343          24      0.1172     0.01172
           2      0.5129      0.0583         100       3.258      0.4373
       2.204      0.6964      0.1179         160        4.97        1.35
       5.301      -2.128      0.1684       2e+05    0.007449    0.002888
