#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.504     0.04343        2.15     0.03133    0.003133
      0.5563      -1.431     0.04343         3.6     0.03706    0.003706
      0.6532      -1.568     0.04343         4.5     0.02703    0.002703
      0.7634      -1.607     0.04343         5.8     0.02471    0.002471
      0.8976      -1.713     0.04343         7.9     0.01938    0.001938
       1.204       -0.87     0.04343          16      0.1349     0.01349
        1.38     -0.7678     0.04343          24      0.1707     0.01707
           2      0.3166     0.09567         100       2.073      0.4567
       2.204      0.7586     0.09511         160       5.736       1.256
       2.398      0.9642      0.1407         250       9.209       2.984
       5.301       -1.69      0.1256       2e+05      0.0204      0.0059
