#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -0.92     0.04343        2.15      0.1202     0.01202
      0.5563     -0.8735     0.04343         3.6      0.1338     0.01338
      0.6532       -1.03     0.04343         4.5     0.09333    0.009333
      0.7634     -0.9442     0.04343         5.8      0.1137     0.01137
      0.8976     -0.9618     0.04343         7.9      0.1092     0.01092
       1.204     -0.1398     0.04343          16      0.7248     0.07248
        1.38     0.07408     0.04343          24       1.186      0.1186
           2       1.472     0.04343         100       29.63       2.963
       2.204       1.565     0.04343         160        36.7        3.67
       2.398       1.289     0.04343         250       19.47       1.947
       2.544      0.9738      0.1591         350       9.414       3.449
       5.301     -0.8477     0.04343       2e+05       0.142      0.0142
