#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.896     0.04343        2.15     0.01271    0.001271
      0.5563      -1.762     0.04343         3.6     0.01729    0.001729
      0.6532      -1.915     0.04343         4.5     0.01217    0.001217
      0.7634       -1.96     0.04343         5.8     0.01096    0.001096
      0.8976      -2.011     0.04343         7.9    0.009755   0.0009755
       1.204      -1.064     0.04586          16     0.08626    0.009108
        1.38     -0.8703     0.04343          24      0.1348     0.01348
           2      0.4053     0.07577         100       2.543      0.4436
       2.204      0.5615     0.09098         160       3.643      0.7632
       5.301      -2.287       0.213       2e+05    0.005168    0.002535
