#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.832     0.04343        2.15    0.001472   0.0001472
      0.5563      -2.795     0.04343         3.6    0.001603   0.0001603
      0.6532      -2.765     0.04343         4.5    0.001719   0.0001719
      0.7634        -2.7     0.07158         5.8    0.001996    0.000329
      0.8976      -2.764      0.1012         7.9    0.001721    0.000401
       1.204      -1.573      0.1014          16     0.02673     0.00624
        1.38     -0.8438     0.04343          24      0.1433     0.01433
           2      0.0521      0.1442         100       1.127      0.3743
       2.398      0.6398     0.09664         250       4.363      0.9709
       2.544      0.5299      0.2168         350       3.388       1.691
