#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.7634      -2.919      -2.919         5.8    0.000334    0.000435
      0.8976       -3.12       -3.12         7.9   -0.000213    0.000486
       1.204      -1.737      -1.737          16    0.006779    0.005777
        1.38      -1.858      -1.858          24    0.005278    0.004291
           2     0.01331     0.01331         100      0.3515      0.3398
       2.204       0.346       0.346         160      0.4877      0.8651
       2.398        10.3        10.3         250         -99       1e+10
       2.544        10.3        10.3         350         -99       1e+10
       2.699        10.3        10.3         500         -99       1e+10
       2.929        10.3        10.3         850         -99       1e+10
       3.064        10.3        10.3        1160         -99       1e+10
