#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324        -2.2     0.04343        2.15     0.00631    0.000631
      0.5563      -1.892     0.04343         3.6     0.01282    0.001282
      0.6532      -1.827     0.04343         4.5      0.0149     0.00149
      0.7634      -1.897     0.04343         5.8     0.01268    0.001268
      0.8976          -2     0.04343         7.9     0.01001    0.001001
       1.204      -1.526      0.1076          16     0.02977    0.007374
        1.38      -1.218     0.04343          24     0.06054    0.006054
           2    -0.04312      0.1795         100      0.9055      0.3743
       2.204      0.4997      0.1137         160        3.16      0.8275
       5.301      -1.883     0.08769       2e+05     0.01309    0.002643
