#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.052     0.04343        2.15    0.008872   0.0008872
      0.5563      -1.814     0.04343         3.6     0.01534    0.001534
      0.6532      -1.947     0.04343         4.5     0.01129    0.001129
      0.7634      -1.965     0.04343         5.8     0.01084    0.001084
      0.8976      -2.056     0.04343         7.9    0.008792   0.0008792
       1.204      -1.164     0.04343          16     0.06847    0.006847
        1.38      -1.008     0.04343          24      0.0981     0.00981
           2    -0.03478      0.1666         100       0.923       0.354
       2.204      0.3376       0.154         160       2.176      0.7714
       2.398      0.6256      0.1003         250       4.223      0.9748
       2.544      0.6079      0.1401         350       4.054       1.308
       5.301      -2.102      0.1412       2e+05      0.0079    0.002568
