#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.452     0.04343        2.15    0.003532   0.0003532
      0.5563      -2.175     0.04343         3.6    0.006683   0.0006683
      0.6532      -2.032     0.04343         4.5    0.009294   0.0009294
      0.7634      -1.974     0.04343         5.8     0.01062    0.001062
      0.8976      -2.061     0.04343         7.9    0.008699   0.0008699
       1.204      -1.571      0.1286          16     0.02686    0.007952
        1.38      -0.927     0.04343          24      0.1183     0.01183
           2   0.0002795      0.1487         100       1.001      0.3427
       2.204      0.3076      0.1586         160        2.03      0.7415
       2.398      0.6768      0.1946         250       4.751       2.129
       2.544      0.6941      0.1163         350       4.944       1.324
       5.301      -2.124      0.1495       2e+05    0.007511    0.002585
