#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.8976      -2.836      -2.836         7.9     0.00053    0.000464
       1.204      -1.735      -1.735          16    0.004689    0.006866
           2    0.007171    0.007171         100       0.333      0.3418
       2.204      0.2043      0.2043         160      0.3245       0.638
       2.398        10.3        10.3         250         -99       1e+10
       2.544        10.3        10.3         350         -99       1e+10
       2.699        10.3        10.3         500         -99       1e+10
       2.929        10.3        10.3         850         -99       1e+10
       3.064        10.3        10.3        1160         -99       1e+10
       5.301      -2.296      -2.296       2e+05  -0.0001048    0.002579
