#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.7634      -3.308      -3.308         5.8   -0.000114    0.000303
      0.8976       -3.55       -3.55         7.9   -0.000412    0.000347
       1.204      -1.406      -1.406          16     0.01951    0.009879
        1.38      -2.033      -2.033          24    0.003758    0.002756
           2     -0.1802     -0.1802         100   1.792e-05      0.3302
       2.204       0.346       0.346         160      0.4957      0.8612
       2.398        10.3        10.3         250         -99       1e+10
       2.544        10.3        10.3         350         -99       1e+10
       2.699        10.3        10.3         500         -99       1e+10
       2.929        10.3        10.3         850         -99       1e+10
       3.064        10.3        10.3        1160         -99       1e+10
