#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -0.712     0.04343        2.15      0.1941     0.01941
      0.5563      -1.157     0.04343         3.6     0.06961    0.006961
      0.6532       -1.31     0.04343         4.5     0.04894    0.004894
      0.7634       -1.34     0.04343         5.8     0.04572    0.004572
      0.8976     -0.6844     0.04343         7.9      0.2068     0.02068
       1.204     -0.8265     0.04343          16      0.1491     0.01491
        1.38     -0.6904     0.04343          24       0.204      0.0204
           2       0.861     0.04343         100       7.261      0.7261
       2.204       1.019     0.04542         160       10.46       1.094
       2.398      0.9646     0.07969         250       9.217       1.691
       5.301      -2.174      0.1664       2e+05    0.006704    0.002568
