#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -0.992     0.04343        2.15      0.1019     0.01019
      0.5563      -1.125     0.04343         3.6     0.07497    0.007497
      0.6532      -1.152     0.04343         4.5     0.07045    0.007045
      0.7634      -1.235     0.04343         5.8     0.05824    0.005824
      0.8976     -0.7981     0.04343         7.9      0.1592     0.01592
       1.204     -0.3714     0.04343          16      0.4252     0.04252
        1.38     -0.2875     0.04343          24      0.5158     0.05158
           2       1.119     0.04343         100       13.16       1.316
       2.204         1.3     0.04343         160       19.95       1.995
       2.398       1.178     0.04343         250       15.08       1.508
       2.544      0.7841      0.1136         350       6.083       1.591
       5.301      -1.311      0.0524       2e+05      0.0489      0.0059
