#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.288     0.04343        2.15     0.05152    0.005152
      0.5563      -1.396     0.04343         3.6     0.04016    0.004016
      0.6532      -1.398     0.04343         4.5     0.03998    0.003998
      0.7634      -1.467     0.04343         5.8     0.03414    0.003414
      0.8976      -1.071     0.04343         7.9     0.08483    0.008483
       1.204     -0.7542     0.04343          16      0.1761     0.01761
        1.38     -0.6196     0.04343          24      0.2401     0.02401
           2      0.8876     0.04343         100        7.72       0.772
       2.204      0.9962     0.07161         160       9.913       1.635
       2.398       1.017      0.1219         250       10.39       2.918
       5.301      -1.391     0.05348       2e+05      0.0406       0.005
