#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.372     0.04343        2.15    0.004246   0.0004246
      0.5563       -2.09     0.04343         3.6    0.008121   0.0008121
      0.6532      -1.991     0.04343         4.5     0.01022    0.001022
      0.7634      -1.871     0.04343         5.8     0.01347    0.001347
      0.8976      -1.915     0.04343         7.9     0.01215    0.001215
        1.38     -0.8589     0.04343          24      0.1384     0.01384
           2      0.3043     0.08132         100       2.015      0.3774
       2.204      0.5357      0.1142         160       3.433      0.9031
       2.398      0.9756     0.06432         250       9.453         1.4
       2.544       1.084      0.1478         350       12.14       4.133
       3.064      0.2813      0.1159        1160       1.911      0.5098
       5.301       -1.68     0.05195       2e+05      0.0209      0.0025
