#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.928     0.04343        2.15      0.0118     0.00118
      0.5563      -1.836     0.04343         3.6     0.01458    0.001458
      0.6532      -1.739     0.04343         4.5     0.01825    0.001825
      0.7634      -1.679     0.04343         5.8     0.02096    0.002096
      0.8976      -1.808     0.04343         7.9     0.01556    0.001556
        1.38     -0.5432     0.04343          24      0.2863     0.02863
           2      0.3271     0.09417         100       2.124      0.4605
       2.204      0.8117     0.07164         160       6.482       1.069
       2.398       1.013     0.06033         250       10.31       1.433
       2.544      0.9515      0.1163         350       8.942       2.395
       5.301      -1.806     0.07247       2e+05     0.01564     0.00261
