#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.552     0.04343        2.15     0.02805    0.002805
      0.5563      -1.309     0.04343         3.6     0.04912    0.004912
      0.6532        -1.4     0.04343         4.5     0.03982    0.003982
      0.7634      -1.525     0.04343         5.8     0.02985    0.002985
      0.8976      -1.508     0.04343         7.9     0.03106    0.003106
       1.204      -0.563     0.04343          16      0.2735     0.02735
        1.38     -0.5032     0.04343          24      0.3139     0.03139
           2      0.6375     0.04766         100       4.341      0.4763
       2.204       0.991     0.04434         160       9.794      0.9999
       2.398       1.134     0.04343         250       13.63       1.363
       2.544      0.9265      0.0802         350       8.442       1.559
       5.301      -1.445     0.06291       2e+05      0.0359      0.0052
