#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -0.776     0.04343        2.15      0.1675     0.01675
      0.5563     -0.9397     0.04343         3.6      0.1149     0.01149
      0.6532      -1.104     0.04343         4.5     0.07864    0.007864
      0.7634      -1.178     0.04343         5.8      0.0663     0.00663
      0.8976      -1.383     0.04343         7.9     0.04139    0.004139
       1.204      -1.116     0.04343          16     0.07651    0.007651
        1.38      -1.075     0.04343          24     0.08416    0.008416
           2     0.00819      0.1482         100       1.019      0.3477
       2.204      0.4922      0.1029         160       3.106       0.736
       2.398      0.6799      0.1076         250       4.785       1.185
       2.544      0.9293      0.1257         350       8.498        2.46
       2.699      0.8081      0.2125         500       6.429       3.146
