#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.64     0.04343        2.15     0.02291    0.002291
      0.5563      -1.484     0.04343         3.6     0.03284    0.003284
      0.6532      -1.559     0.04343         4.5     0.02763    0.002763
      0.7634      -1.724     0.04343         5.8     0.01888    0.001888
      0.8976      -1.714     0.04343         7.9     0.01932    0.001932
       1.204     -0.8097     0.04343          16       0.155      0.0155
        1.38      -0.841     0.04343          24      0.1442     0.01442
           2      0.2584     0.07781         100       1.813      0.3248
       2.204      0.6376     0.06735         160       4.341      0.6732
       2.398      0.7918      0.1352         250       6.192       1.927
       2.544      0.5988      0.1307         350        3.97       1.195
       5.301       -1.91     0.08909       2e+05     0.01229    0.002521
