#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.408     0.04343        2.15     0.03908    0.003908
      0.5563      -1.244     0.04343         3.6     0.05698    0.005698
      0.6532      -1.325     0.04343         4.5     0.04727    0.004727
      0.7634      -1.394     0.04343         5.8     0.04037    0.004037
      0.8976      -1.435     0.04343         7.9     0.03671    0.003671
       1.204     -0.5153     0.04343          16      0.3053     0.03053
        1.38     -0.5471     0.04343          24      0.2837     0.02837
           2       0.837     0.04343         100        6.87       0.687
       2.204       1.014     0.04343         160       10.33       1.033
       2.398       1.217     0.05706         250       16.47       2.163
       2.544       1.092      0.1098         350       12.35       3.122
       5.301      -1.399     0.06748       2e+05      0.0399      0.0062
