#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.008     0.04343        2.15    0.009817   0.0009817
      0.5563      -1.948     0.04343         3.6     0.01126    0.001126
      0.6532      -1.994     0.04343         4.5     0.01014    0.001014
      0.7634      -1.992     0.04343         5.8     0.01019    0.001019
      0.8976      -2.041     0.04343         7.9    0.009105   0.0009105
       1.204      -1.312     0.05111          16     0.04878    0.005741
        1.38      -1.239     0.04343          24     0.05767    0.005767
           2      0.4905     0.04537         100       3.094      0.3232
       2.204      0.5839      0.1229         160       3.836       1.086
       2.398      0.7625      0.1241         250       5.788       1.653
